Run,Alias,AssayType,BioProject,BioSample,CenterName,Collection_Date,Consent,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,AvgSpotLen,Bases,Bytes
ERR2017676,ZSL-155,WGS,PRJEB21528,SAMEA104142280,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077258,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011909-95,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142280,ERS1801298,Illumina,ERS1801298,ERP023788,ZSL-155,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",195,7636204199,6208404693
ERR2017686,ZSL248,WGS,PRJEB21528,SAMEA104142201,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077268,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026044-51,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142201,ERS1801219,Illumina,ERS1801219,ERP023788,ZSL248,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",196,5972080545,4593694506
ERR2017687,ZSL252,WGS,PRJEB21528,SAMEA104142200,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077269,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026047-66,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142200,ERS1801218,Illumina,ERS1801218,ERP023788,ZSL252,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",194,5749055569,4539069126
ERR2017688,ZSL253,WGS,PRJEB21528,SAMEA104142199,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077270,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026048-74,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142199,ERS1801217,Illumina,ERS1801217,ERP023788,ZSL253,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",195,5201620094,4084621327
ERR2017689,ZSL254,WGS,PRJEB21528,SAMEA104142086,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077271,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026670-136,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142086,ERS1801104,Illumina,ERS1801104,ERP023788,ZSL254,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",195,4217344498,3244933709
ERR2017690,ZSL261,WGS,PRJEB21528,SAMEA104142198,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077272,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026049-78,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142198,ERS1801216,Illumina,ERS1801216,ERP023788,ZSL261,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",195,5599526911,4373342217
ERR2017691,ZSL265,WGS,PRJEB21528,SAMEA104142197,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077273,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026051-81,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142197,ERS1801215,Illumina,ERS1801215,ERP023788,ZSL265,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",196,4658879007,3568461939
ERR2017692,ZSL266,WGS,PRJEB21528,SAMEA104142196,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077274,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026052-84,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142196,ERS1801214,Illumina,ERS1801214,ERP023788,ZSL266,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",195,6602131610,5089275003
ERR2017693,ZSL267,WGS,PRJEB21528,SAMEA104142195,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077275,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026053-85,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142195,ERS1801213,Illumina,ERS1801213,ERP023788,ZSL267,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",193,4836714665,3849332511
ERR2017694,ZSL270,WGS,PRJEB21528,SAMEA104142194,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077276,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026054-86,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142194,ERS1801212,Illumina,ERS1801212,ERP023788,ZSL270,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",194,5548512837,4369939439
ERR2017695,ZSL271,WGS,PRJEB21528,SAMEA104142193,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077277,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026055-87,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142193,ERS1801211,Illumina,ERS1801211,ERP023788,ZSL271,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",194,4592273005,3593094500
ERR2017696,ZSL272,WGS,PRJEB21528,SAMEA104142192,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077278,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026056-88,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142192,ERS1801210,Illumina,ERS1801210,ERP023788,ZSL272,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",195,5440230818,4220316779
ERR2017709,ZSL297,WGS,PRJEB21528,SAMEA104142179,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077291,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026069-105,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142179,ERS1801197,Illumina,ERS1801197,ERP023788,ZSL297,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",196,5801963103,4408001273
ERR2017710,ZSL300,WGS,PRJEB21528,SAMEA104142178,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077292,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026070-106,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142178,ERS1801196,Illumina,ERS1801196,ERP023788,ZSL300,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",195,5437974211,4210645800
ERR2017711,ZSL301,WGS,PRJEB21528,SAMEA104142177,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077293,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:07Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026071-107,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142177,ERS1801195,Illumina,ERS1801195,ERP023788,ZSL301,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",196,5408628307,4142788264
ERR2017712,ZSL302,WGS,PRJEB21528,SAMEA104142176,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077294,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026072-108,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142176,ERS1801194,Illumina,ERS1801194,ERP023788,ZSL302,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",196,5756526179,4416860263
ERR2017713,ZSL306,WGS,PRJEB21528,SAMEA104142175,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077295,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026073-109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142175,ERS1801193,Illumina,ERS1801193,ERP023788,ZSL306,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",195,5753172572,4460543792
ERR2017714,ZSL308,WGS,PRJEB21528,SAMEA104142174,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077296,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026074-113,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142174,ERS1801192,Illumina,ERS1801192,ERP023788,ZSL308,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",196,6585544550,5069291697
ERR2017715,ZSL_30,WGS,PRJEB21528,SAMEA104142310,BEIJING GENOME INSTITUTE,2011,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077297,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:09Z,public,Illumina HiSeq 2000,metagenome,SZAXPI007561-15,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142310,ERS1801328,Illumina,ERS1801328,ERP023788,ZSL_30,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",193,5281767782,4200502759
ERR2017716,ZSL310,WGS,PRJEB21528,SAMEA104142173,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077298,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026075-123,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142173,ERS1801191,Illumina,ERS1801191,ERP023788,ZSL310,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",196,7297379076,5616425649
ERR2017717,ZSL312,WGS,PRJEB21528,SAMEA104142172,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077299,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026076-129,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142172,ERS1801190,Illumina,ERS1801190,ERP023788,ZSL312,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",196,5491850321,4242772367
ERR2017718,ZSL313,WGS,PRJEB21528,SAMEA104142171,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077300,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026077-133,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142171,ERS1801189,Illumina,ERS1801189,ERP023788,ZSL313,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",196,5301298751,4088583625
ERR2017730,ZSL336,WGS,PRJEB21528,SAMEA104142159,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077312,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026456-42,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142159,ERS1801177,Illumina,ERS1801177,ERP023788,ZSL336,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",196,4640313901,3519458350
ERR2017731,ZSL338,WGS,PRJEB21528,SAMEA104142158,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077313,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026457-44,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142158,ERS1801176,Illumina,ERS1801176,ERP023788,ZSL338,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",195,5165294583,4100498716
ERR2017732,ZSL339,WGS,PRJEB21528,SAMEA104142157,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077314,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026458-50,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142157,ERS1801175,Illumina,ERS1801175,ERP023788,ZSL339,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",195,6234589080,4934068664
ERR2017733,ZSL340,WGS,PRJEB21528,SAMEA104142156,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077315,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026459-51,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142156,ERS1801174,Illumina,ERS1801174,ERP023788,ZSL340,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",194,5826350706,4668336377
ERR2017734,ZSL341,WGS,PRJEB21528,SAMEA104142155,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077316,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026460-52,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142155,ERS1801173,Illumina,ERS1801173,ERP023788,ZSL341,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",194,7638444576,6078618831
ERR2017735,ZSL343,WGS,PRJEB21528,SAMEA104142154,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077317,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:06Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026461-64,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142154,ERS1801172,Illumina,ERS1801172,ERP023788,ZSL343,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",195,5335302091,4201958406
ERR2017736,ZSL349,WGS,PRJEB21528,SAMEA104142085,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077318,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026671-140,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142085,ERS1801103,Illumina,ERS1801103,ERP023788,ZSL349,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",197,3913041961,2781249590
ERR2017737,ZSL350,WGS,PRJEB21528,SAMEA104142084,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077319,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026672-142,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142084,ERS1801102,Illumina,ERS1801102,ERP023788,ZSL350,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",197,4062983866,2872906184
ERR2017738,ZSL353,WGS,PRJEB21528,SAMEA104142083,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077320,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:04Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026673-158,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142083,ERS1801101,Illumina,ERS1801101,ERP023788,ZSL353,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",195,7100804017,5478779981
ERR2017750,ZSL379,WGS,PRJEB21528,SAMEA104142090,BEIJING GENOME INSTITUTE,2012,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077332,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:05Z,public,Illumina HiSeq 2000,metagenome,SZAXPI026657-51,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142090,ERS1801108,Illumina,ERS1801108,ERP023788,ZSL379,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",194,6740382630,5294121028
ERR2017751,ZSL399,WGS,PRJEB21528,SAMEA104142411,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077333,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001200-102,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142411,ERS1801429,Illumina,ERS1801429,ERP023788,ZSL399,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",196,4984027116,3757365036
ERR2017752,ZSL401,WGS,PRJEB21528,SAMEA104142417,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077334,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001206-13,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142417,ERS1801435,Illumina,ERS1801435,ERP023788,ZSL401,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",197,5335728960,3999830425
ERR2017753,ZSL402,WGS,PRJEB21528,SAMEA104142410,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077335,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001199-95,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142410,ERS1801428,Illumina,ERS1801428,ERP023788,ZSL402,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",197,5575553774,4140230321
ERR2017754,ZSL403,WGS,PRJEB21528,SAMEA104142412,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077336,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001201-104,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142412,ERS1801430,Illumina,ERS1801430,ERP023788,ZSL403,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",196,5456700290,4146976128
ERR2017755,ZSL404,WGS,PRJEB21528,SAMEA104142413,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077337,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001202-105,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142413,ERS1801431,Illumina,ERS1801431,ERP023788,ZSL404,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",197,6457267960,4849826986
ERR2017756,ZSL405,WGS,PRJEB21528,SAMEA104142414,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077338,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001203-106,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142414,ERS1801432,Illumina,ERS1801432,ERP023788,ZSL405,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",196,5435499590,4120107735
ERR2017758,ZSL409,WGS,PRJEB21528,SAMEA104142416,BEIJING GENOME INSTITUTE,2013,public,ERC000015,2017-12-14,2018-11-16,human gut,human-associated habitat,faeces,ERX2077340,China,Asia,China,55.676097,12.568337,human-gut,BGI,Beijing Genome Institute,2017-08-26T17:01:31Z,2017-06-27T07:34:12Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI001205-109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,Acvd,2017-12-15T00:00:00Z,SAMEA104142416,ERS1801434,Illumina,ERS1801434,ERP023788,ZSL409,fastq,ena,ena,,,
