Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,Description,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,Experiment,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,SampleName,Sample_Name,SRA_accession,SRAStudy,Title
ERR260232,101,WGS,202,1885347204,PRJEB1786,SAMEA1906415,1398215104,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234820,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906415,ERS235596,ERS235596,ERP002469,227
ERR260236,105,WGS,202,2035785088,PRJEB1786,SAMEA1906555,1510203813,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,ncbi,ena,s3","s3.us-east-1,ena,ncbi.public,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234824,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906555,ERS235600,ERS235600,ERP002469,239
ERR260246,115,WGS,202,2489746758,PRJEB1786,SAMEA1906550,1708328970,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ena,s3,gs,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234834,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906550,ERS235610,ERS235610,ERP002469,288
ERR260272,141,WGS,192,789010752,PRJEB1786,SAMEA1906562,538518139,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,ncbi,s3,ena","s3.us-east-1,ena,gs.US,ncbi.public",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234860,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906562,ERS235636,ERS235636,ERP002469,342
ERR260273,142,WGS,192,820824384,PRJEB1786,SAMEA1906549,559610387,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,gs,ncbi,ena","ncbi.public,gs.US,s3.us-east-1,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234861,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906549,ERS235637,ERS235637,ERP002469,470
ERR260274,143,WGS,192,1145858688,PRJEB1786,SAMEA1906566,787673031,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ncbi,s3,ena,gs","ncbi.public,ena,gs.US,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234862,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906566,ERS235638,ERS235638,ERP002469,475
ERR260275,144,WGS,192,1090824000,PRJEB1786,SAMEA1906507,721174082,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,ena,gs,ncbi","ena,gs.US,s3.us-east-1,ncbi.public",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234863,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906507,ERS235639,ERS235639,ERP002469,485
ERR260135,4,WGS,202,13981314860,PRJEB1786,SAMEA1906527,10216778282,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234723,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:56Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906527,ERS235499,ERS235499,ERP002469,317
ERR260171,40,WGS,202,5829033604,PRJEB1786,SAMEA1906568,4048878426,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234759,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906568,ERS235535,ERS235535,ERP002469,456
ERR260189,58,WGS,202,3682643416,PRJEB1786,SAMEA1906436,2728847014,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234777,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906436,ERS235553,ERS235553,ERP002469,524
ERR260190,59,WGS,202,4142624080,PRJEB1786,SAMEA1906422,3051951447,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234778,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906422,ERS235554,ERS235554,ERP002469,526
ERR260191,60,WGS,202,4948806686,PRJEB1786,SAMEA1906574,3666168064,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234779,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906574,ERS235555,ERS235555,ERP002469,529
ERR260192,61,WGS,202,3860516334,PRJEB1786,SAMEA1906557,2860090504,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234780,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906557,ERS235556,ERS235556,ERP002469,530
ERR260193,62,WGS,202,2822317336,PRJEB1786,SAMEA1906539,2025878525,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234781,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906539,ERS235557,ERS235557,ERP002469,53
ERR260194,63,WGS,202,4292398798,PRJEB1786,SAMEA1906524,3179014887,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234782,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906524,ERS235558,ERS235558,ERP002469,536
ERR260195,64,WGS,202,2739388862,PRJEB1786,SAMEA1906477,1964002941,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234783,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906477,ERS235559,ERS235559,ERP002469,54
ERR260196,65,WGS,202,4253796800,PRJEB1786,SAMEA1906426,3142050671,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234784,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906426,ERS235560,ERS235560,ERP002469,543
ERR260197,66,WGS,202,4151530058,PRJEB1786,SAMEA1906440,3106527934,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234785,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906440,ERS235561,ERS235561,ERP002469,547
ERR260198,67,WGS,202,4760622880,PRJEB1786,SAMEA1906548,3478007995,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234786,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:57Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906548,ERS235562,ERS235562,ERP002469,551
ERR260199,68,WGS,202,3032782146,PRJEB1786,SAMEA1906570,2294602001,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234787,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:58Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906570,ERS235563,ERS235563,ERP002469,552
ERR260200,69,WGS,202,3556340694,PRJEB1786,SAMEA1906577,2633900243,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234788,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:58Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906577,ERS235564,ERS235564,ERP002469,558
ERR260201,70,WGS,202,4322020280,PRJEB1786,SAMEA1906514,3139443517,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234789,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:58Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906514,ERS235565,ERS235565,ERP002469,561
ERR260202,71,WGS,202,3464254550,PRJEB1786,SAMEA1906545,2561443335,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234790,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:58Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906545,ERS235566,ERS235566,ERP002469,563
ERR260203,72,WGS,202,2859467358,PRJEB1786,SAMEA1906531,2138273284,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234791,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:58Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906531,ERS235567,ERS235567,ERP002469,577
ERR260204,73,WGS,202,2669086600,PRJEB1786,SAMEA1906503,1904181524,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234792,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:58Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906503,ERS235568,ERS235568,ERP002469,58
ERR260214,83,WGS,202,3923443172,PRJEB1786,SAMEA1906579,2844007794,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234802,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906579,ERS235578,ERS235578,ERP002469,604
ERR260217,86,WGS,202,1699498114,PRJEB1786,SAMEA1906420,1177947442,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234805,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906420,ERS235581,ERS235581,ERP002469,618
ERR260218,87,WGS,202,1397757180,PRJEB1786,SAMEA1906556,967369525,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234806,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906556,ERS235582,ERS235582,ERP002469,628
ERR260219,88,WGS,202,1153977722,PRJEB1786,SAMEA1906564,817656908,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234807,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906564,ERS235583,ERS235583,ERP002469,638
ERR260220,89,WGS,202,2557243442,PRJEB1786,SAMEA1906510,1809362425,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234808,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906510,ERS235584,ERS235584,ERP002469,640
ERR260221,90,WGS,202,1546072246,PRJEB1786,SAMEA1906530,1087781888,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234809,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906530,ERS235585,ERS235585,ERP002469,643
ERR260222,91,WGS,202,1435723080,PRJEB1786,SAMEA1906544,991122269,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234810,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906544,ERS235586,ERS235586,ERP002469,646
ERR260223,92,WGS,202,1266123274,PRJEB1786,SAMEA1906464,892975122,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234811,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906464,ERS235587,ERS235587,ERP002469,655
ERR260224,93,WGS,202,2765273748,PRJEB1786,SAMEA1906493,1955563917,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234812,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906493,ERS235588,ERS235588,ERP002469,77
ERR260233,102,WGS,202,2088164698,PRJEB1786,SAMEA1906430,1556914719,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234821,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906430,ERS235597,ERS235597,ERP002469,229
ERR260266,135,WGS,202,3926410956,PRJEB1786,SAMEA1906520,2619686581,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234854,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906520,ERS235630,ERS235630,ERP002469,195
ERR260268,137,WGS,192,797799936,PRJEB1786,SAMEA1906453,532761849,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234856,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906453,ERS235632,ERS235632,ERP002469,137
ERR260269,138,WGS,192,966913152,PRJEB1786,SAMEA1906494,657572887,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234857,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906494,ERS235633,ERS235633,ERP002469,249
ERR260251,120,WGS,202,2503143600,PRJEB1786,SAMEA1906460,1795560196,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,s3,gs,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234839,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906460,ERS235615,ERS235615,ERP002469,121
ERR260234,103,WGS,202,2482589292,PRJEB1786,SAMEA1906448,1851990483,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,s3,ncbi,gs","ena,ncbi.public,s3.us-east-1,gs.US",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234822,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:15:59Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906448,ERS235598,ERS235598,ERP002469,231
ERR260240,109,WGS,202,2673502926,PRJEB1786,SAMEA1906546,1872168016,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234828,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906546,ERS235604,ERS235604,ERP002469,258
ERR260241,110,WGS,202,2339488654,PRJEB1786,SAMEA1906472,1628171539,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"sra,fastq","ncbi,gs,ena,s3","s3.us-east-1,gs.US,ena,ncbi.public",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234829,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906472,ERS235605,ERS235605,ERP002469,263
ERR260245,114,WGS,202,2711037556,PRJEB1786,SAMEA1906581,1875789129,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ena,ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234833,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906581,ERS235609,ERS235609,ERP002469,278
ERR260250,119,WGS,202,3307295096,PRJEB1786,SAMEA1906463,2412538004,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","gs,ncbi,s3,ena","gs.US,ncbi.public,s3.us-east-1,ena",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234838,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906463,ERS235614,ERS235614,ERP002469,118
ERR260252,121,WGS,202,2981401426,PRJEB1786,SAMEA1906474,2192508426,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","ncbi,gs,s3,ena","gs.US,ena,ncbi.public,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234840,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906474,ERS235616,ERS235616,ERP002469,126
ERR260256,125,WGS,202,3014347020,PRJEB1786,SAMEA1906449,2224906888,CHALMERS UNIVERSITY OF TECHNOLOGY,public,"fastq,sra","s3,gs,ncbi,ena","ena,ncbi.public,gs.US,s3.us-east-1",Human gut metagenome,ERC000011,2013-05-16,2018-11-16,ERX234844,CHALMERS,Chalmers University of Technology,2013-05-16T17:02:25Z,2013-04-12T09:16:00Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,Homo sapiens,ILLUMINA,2013-05-27T00:00:00Z,SAMEA1906449,ERS235620,ERS235620,ERP002469,143
