Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Environmental_package,Experiment,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title
ERR321530,MetaHIT-MH0179,WGS,150,4976820750,PRJEB4336,SAMEA2159561,3703772631,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294663,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina Genome Analyzer IIx,metagenome,20091110,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2159561,ERS328891,Illumina,ERS328891,ERP003612,Stool sample from danish
ERR321532,MetaHIT-MH0181,WGS,150,5236730100,PRJEB4336,SAMEA2147991,3647592432,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294665,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina Genome Analyzer IIx,metagenome,20091117,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2147991,ERS328893,Illumina,ERS328893,ERP003612,Stool sample from danish
ERR321534,MetaHIT-MH0183,WGS,150,4074907200,PRJEB4336,SAMEA2157028,2677847694,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294667,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina Genome Analyzer IIx,metagenome,20091117,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2157028,ERS328895,Illumina,ERS328895,ERP003612,Stool sample from danish
ERR321535,MetaHIT-MH0183,WGS,148,532655108,PRJEB4336,SAMEA2157028,231316474,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294668,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina Genome Analyzer IIx,metagenome,20100124L6,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2157028,ERS328895,Illumina,ERS328895,ERP003612,Stool sample from danish
ERR321537,MetaHIT-MH0183,WGS,148,564174224,PRJEB4336,SAMEA2157028,276143953,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294670,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L3,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2157028,ERS328895,Illumina,ERS328895,ERP003612,Stool sample from danish
ERR321539,MetaHIT-MH0184,WGS,147,613954173,PRJEB4336,SAMEA2151034,276067144,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294672,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina Genome Analyzer IIx,metagenome,20100128L6,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2151034,ERS328896,Illumina,ERS328896,ERP003612,Stool sample from danish
ERR321541,MetaHIT-MH0184,WGS,148,648829632,PRJEB4336,SAMEA2151034,321269184,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294674,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina Genome Analyzer IIx,metagenome,20100129L3,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2151034,ERS328896,Illumina,ERS328896,ERP003612,Stool sample from danish
ERR321543,MetaHIT-MH0186,WGS,150,5579152800,PRJEB4336,SAMEA2142525,3835194544,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294676,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina Genome Analyzer IIx,metagenome,20091117,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2142525,ERS328898,Illumina,ERS328898,ERP003612,Stool sample from danish
ERR321545,MetaHIT-MH0188,WGS,180,4130282520,PRJEB4336,SAMEA2143633,2795353117,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294678,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina HiSeq 2000,metagenome,110517L7,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2143633,ERS328900,Illumina,ERS328900,ERP003612,Stool sample from danish
ERR321546,MetaHIT-MH0188,WGS,180,4049186940,PRJEB4336,SAMEA2143633,2747528979,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294679,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina HiSeq 2000,metagenome,110517L8,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2143633,ERS328900,Illumina,ERS328900,ERP003612,Stool sample from danish
ERR321548,MetaHIT-MH0191,WGS,180,6844510800,PRJEB4336,SAMEA2158190,4915674340,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294681,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2158190,ERS328902,Illumina,ERS328902,ERP003612,Stool sample from danish
ERR321549,MetaHIT-MH0193,WGS,180,3793248540,PRJEB4336,SAMEA2157917,2593629332,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294682,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina HiSeq 2000,metagenome,110517L7,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2157917,ERS328903,Illumina,ERS328903,ERP003612,Stool sample from danish
ERR321551,MetaHIT-MH0195,WGS,180,7996895100,PRJEB4336,SAMEA2144980,5660788496,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294684,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2144980,ERS328904,Illumina,ERS328904,ERP003612,Stool sample from danish
ERR321553,MetaHIT-MH0197,WGS,180,8376910380,PRJEB4336,SAMEA2152373,5903895495,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294686,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina HiSeq 2000,metagenome,110418,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2152373,ERS328906,Illumina,ERS328906,ERP003612,Stool sample from danish
ERR321554,MetaHIT-MH0198,WGS,180,8713537020,PRJEB4336,SAMEA2153397,5994856046,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294687,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:22Z,public,Illumina HiSeq 2000,metagenome,110418,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2153397,ERS328907,Illumina,ERS328907,ERP003612,Stool sample from danish
ERR321558,MetaHIT-MH0204,WGS,180,9344455920,PRJEB4336,SAMEA2154015,6465254518,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294691,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110418,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2154015,ERS328911,Illumina,ERS328911,ERP003612,Stool sample from danish
ERR321559,MetaHIT-MH0205,WGS,180,7774714440,PRJEB4336,SAMEA2159529,5416077553,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294692,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2159529,ERS328912,Illumina,ERS328912,ERP003612,Stool sample from danish
ERR321562,MetaHIT-MH0212,WGS,180,9028964520,PRJEB4336,SAMEA2154150,6324454451,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294695,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2154150,ERS328915,Illumina,ERS328915,ERP003612,Stool sample from danish
ERR321563,MetaHIT-MH0217,WGS,180,6828586740,PRJEB4336,SAMEA2159974,4637535855,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294696,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2159974,ERS328916,Illumina,ERS328916,ERP003612,Stool sample from danish
ERR321565,MetaHIT-MH0224,WGS,180,8364649140,PRJEB4336,SAMEA2155902,5878334650,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294698,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2155902,ERS328918,Illumina,ERS328918,ERP003612,Stool sample from danish
ERR321566,MetaHIT-MH0227,WGS,180,5363881560,PRJEB4336,SAMEA2161897,3431656403,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294699,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110517L7,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2161897,ERS328919,Illumina,ERS328919,ERP003612,Stool sample from danish
ERR321569,MetaHIT-MH0230,WGS,180,6944769360,PRJEB4336,SAMEA2146600,4858658251,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294702,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2146600,ERS328921,Illumina,ERS328921,ERP003612,Stool sample from danish
ERR321570,MetaHIT-MH0233,WGS,180,6619784580,PRJEB4336,SAMEA2151633,4637718165,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294703,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2151633,ERS328922,Illumina,ERS328922,ERP003612,Stool sample from danish
ERR321572,MetaHIT-MH0239,WGS,180,9333484560,PRJEB4336,SAMEA2143074,6443033494,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294705,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2143074,ERS328924,Illumina,ERS328924,ERP003612,Stool sample from danish
ERR321574,MetaHIT-MH0244,WGS,180,8297003700,PRJEB4336,SAMEA2156032,5646564944,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294707,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2156032,ERS328926,Illumina,ERS328926,ERP003612,Stool sample from danish
ERR321578,MetaHIT-MH0253,WGS,180,6783115320,PRJEB4336,SAMEA2144396,4605328256,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294711,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2144396,ERS328930,Illumina,ERS328930,ERP003612,Stool sample from danish
ERR321582,MetaHIT-MH0274,WGS,180,10411558920,PRJEB4336,SAMEA2152591,7045459699,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294715,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2152591,ERS328934,Illumina,ERS328934,ERP003612,Stool sample from danish
ERR321585,MetaHIT-MH0277,WGS,180,4893291360,PRJEB4336,SAMEA2153898,3423567981,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294718,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110517L7,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2153898,ERS328937,Illumina,ERS328937,ERP003612,Stool sample from danish
ERR321587,MetaHIT-MH0286,WGS,180,6849721260,PRJEB4336,SAMEA2151439,4679413314,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294720,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110418,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2151439,ERS328938,Illumina,ERS328938,ERP003612,Stool sample from danish
ERR321589,MetaHIT-MH0288,WGS,180,7854525360,PRJEB4336,SAMEA2158039,5564088601,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294722,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2158039,ERS328940,Illumina,ERS328940,ERP003612,Stool sample from danish
ERR321593,MetaHIT-MH0305,WGS,180,6484619160,PRJEB4336,SAMEA2156577,4325694149,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294726,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2156577,ERS328944,Illumina,ERS328944,ERP003612,Stool sample from danish
ERR321594,MetaHIT-MH0307,WGS,180,8065053360,PRJEB4336,SAMEA1971210,5689366922,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294727,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA1971210,ERS328945,Illumina,ERS328945,ERP003612,Stool sample from danish
ERR321598,MetaHIT-MH0321,WGS,180,8112160800,PRJEB4336,SAMEA2149794,5539853193,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294731,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2149794,ERS328949,Illumina,ERS328949,ERP003612,Stool sample from danish
ERR321600,MetaHIT-MH0333,WGS,180,7212666960,PRJEB4336,SAMEA2153251,4819928658,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294733,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2153251,ERS328951,Illumina,ERS328951,ERP003612,Stool sample from danish
ERR321601,MetaHIT-MH0403,WGS,180,7886328480,PRJEB4336,SAMEA2142970,5414141203,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294734,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2142970,ERS328952,Illumina,ERS328952,ERP003612,Stool sample from danish
ERR321602,MetaHIT-MH0404,WGS,180,7240842000,PRJEB4336,SAMEA2149228,5127845533,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294735,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2149228,ERS328953,Illumina,ERS328953,ERP003612,Stool sample from danish
ERR321605,MetaHIT-MH0407,WGS,180,8411182020,PRJEB4336,SAMEA2158468,6013504317,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294738,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2158468,ERS328956,Illumina,ERS328956,ERP003612,Stool sample from danish
ERR321607,MetaHIT-MH0409,WGS,180,7641808920,PRJEB4336,SAMEA2152521,5346579546,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294740,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2152521,ERS328958,Illumina,ERS328958,ERP003612,Stool sample from danish
ERR321610,MetaHIT-MH0412,WGS,180,7836204240,PRJEB4336,SAMEA1972381,5533047536,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294743,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA1972381,ERS328961,Illumina,ERS328961,ERP003612,Stool sample from danish
ERR321613,MetaHIT-MH0415,WGS,180,7201055520,PRJEB4336,SAMEA2160616,5100535456,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2013-09-11,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX294746,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2013-09-11T17:01:05Z,2013-07-20T03:45:23Z,public,Illumina HiSeq 2000,metagenome,110425,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-Richness,2013-09-18T00:00:00Z,SAMEA2160616,ERS328964,Illumina,ERS328964,ERP003612,Stool sample from danish
