Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Environmental_package,Experiment,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title,instrument_modelrun
ERR210296,MH0136,WGS,62,13306382,PRJEB1220,SAMEA2042566,"Beijing Genome Institute\, Shenzhen\, China",12086077,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184961,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100128L6,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042566,ERS199130,Illumina,ERS199130,ERP002061,Stool sample from danish,
ERR210297,MH0136,WGS,60,13007307,PRJEB1220,SAMEA2042566,"Beijing Genome Institute\, Shenzhen\, China",12180484,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184962,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100129L2,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042566,ERS199130,Illumina,ERS199130,ERP002061,Stool sample from danish,
ERR210298,MH0136,WGS,61,13681258,PRJEB1220,SAMEA2042566,"Beijing Genome Institute\, Shenzhen\, China",12678095,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184963,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100129L3,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042566,ERS199130,Illumina,ERS199130,ERP002061,Stool sample from danish,
ERR210299,MH0137,WGS,58,56639695,PRJEB1220,SAMEA2042567,"Beijing Genome Institute\, Shenzhen\, China",60853966,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184964,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091011,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042567,ERS199131,Illumina,ERS199131,ERP002061,Stool sample from danish,
ERR210300,MH0137,WGS,64,21596606,PRJEB1220,SAMEA2042567,"Beijing Genome Institute\, Shenzhen\, China",18663430,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184965,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100124L8,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042567,ERS199131,Illumina,ERS199131,ERP002061,Stool sample from danish,
ERR210301,MH0137,WGS,64,13885749,PRJEB1220,SAMEA2042567,"Beijing Genome Institute\, Shenzhen\, China",12568629,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184966,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100128L7,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042567,ERS199131,Illumina,ERS199131,ERP002061,Stool sample from danish,
ERR210302,MH0137,WGS,61,17500962,PRJEB1220,SAMEA2042567,"Beijing Genome Institute\, Shenzhen\, China",16330964,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184967,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100128L8,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042567,ERS199131,Illumina,ERS199131,ERP002061,Stool sample from danish,
ERR210303,MH0138,WGS,63,143853883,PRJEB1220,SAMEA2042568,"Beijing Genome Institute\, Shenzhen\, China",140483640,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184968,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091103,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042568,ERS199132,Illumina,ERS199132,ERP002061,Stool sample from danish,
ERR210304,MH0139,WGS,61,80467249,PRJEB1220,SAMEA2042569,"Beijing Genome Institute\, Shenzhen\, China",80451868,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184969,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091115,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042569,ERS199133,Illumina,ERS199133,ERP002061,Stool sample from danish,
ERR210305,MH0140,WGS,61,85326858,PRJEB1220,SAMEA2042602,"Beijing Genome Institute\, Shenzhen\, China",85609694,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184970,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091115,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042602,ERS199134,Illumina,ERS199134,ERP002061,Stool sample from danish,
ERR210306,MH0141,WGS,61,97866527,PRJEB1220,SAMEA2042603,"Beijing Genome Institute\, Shenzhen\, China",99248646,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184971,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091115,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042603,ERS199135,Illumina,ERS199135,ERP002061,Stool sample from danish,
ERR210319,MH0148,WGS,60,11640178,PRJEB1220,SAMEA2042611,"Beijing Genome Institute\, Shenzhen\, China",11020608,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184984,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L4,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042611,ERS199142,Illumina,ERS199142,ERP002061,Stool sample from danish,
ERR210320,MH0148,WGS,60,12200859,PRJEB1220,SAMEA2042611,"Beijing Genome Institute\, Shenzhen\, China",11522944,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184985,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L5,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042611,ERS199142,Illumina,ERS199142,ERP002061,Stool sample from danish,
ERR210321,MH0149,WGS,60,197154377,PRJEB1220,SAMEA2042612,"Beijing Genome Institute\, Shenzhen\, China",194086734,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184986,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091105,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042612,ERS199143,Illumina,ERS199143,ERP002061,Stool sample from danish,
ERR210322,MH0151,WGS,59,196690787,PRJEB1220,SAMEA1973207,"Beijing Genome Institute\, Shenzhen\, China",197282920,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184987,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091105,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA1973207,ERS199144,Illumina,ERS199144,ERP002061,Stool sample from danish,
ERR210323,MH0152,WGS,61,198431096,PRJEB1220,SAMEA2042613,"Beijing Genome Institute\, Shenzhen\, China",192495785,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184988,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091105,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042613,ERS199145,Illumina,ERS199145,ERP002061,Stool sample from danish,
ERR210324,MH0153,WGS,59,208339320,PRJEB1220,SAMEA2042614,"Beijing Genome Institute\, Shenzhen\, China",207409198,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184989,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091105,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042614,ERS199146,Illumina,ERS199146,ERP002061,Stool sample from danish,
ERR210325,MH0154,WGS,60,204033043,PRJEB1220,SAMEA2042615,"Beijing Genome Institute\, Shenzhen\, China",198999985,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184990,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091105,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042615,ERS199147,Illumina,ERS199147,ERP002061,Stool sample from danish,
ERR210326,MH0155,WGS,65,225307583,PRJEB1220,SAMEA2042616,"Beijing Genome Institute\, Shenzhen\, China",214339842,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184991,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091111,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042616,ERS199148,Illumina,ERS199148,ERP002061,Stool sample from danish,
ERR210327,MH0156,WGS,64,249320367,PRJEB1220,SAMEA2042617,"Beijing Genome Institute\, Shenzhen\, China",236559171,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184992,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091111,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042617,ERS199149,Illumina,ERS199149,ERP002061,Stool sample from danish,
ERR210328,MH0157,WGS,60,318171421,PRJEB1220,SAMEA2042643,"Beijing Genome Institute\, Shenzhen\, China",310100555,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184993,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091111,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042643,ERS199150,Illumina,ERS199150,ERP002061,Stool sample from danish,
ERR210329,MH0158,WGS,63,313683203,PRJEB1220,SAMEA1965767,"Beijing Genome Institute\, Shenzhen\, China",300178575,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184994,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091111,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA1965767,ERS199151,Illumina,ERS199151,ERP002061,Stool sample from danish,
ERR210330,MH0159,WGS,63,306971507,PRJEB1220,SAMEA2042644,"Beijing Genome Institute\, Shenzhen\, China",293922458,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX184995,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091111,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042644,ERS199152,Illumina,ERS199152,ERP002061,Stool sample from danish,
ERR210342,MH0166,WGS,63,11196796,PRJEB1220,SAMEA2042650,"Beijing Genome Institute\, Shenzhen\, China",9980522,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX185007,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100124L5,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042650,ERS199158,Illumina,ERS199158,ERP002061,Stool sample from danish,
ERR210343,MH0166,WGS,63,10641533,PRJEB1220,SAMEA2042650,"Beijing Genome Institute\, Shenzhen\, China",9398160,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX185008,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100305L3,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042650,ERS199158,Illumina,ERS199158,ERP002061,Stool sample from danish,
ERR210344,MH0167,WGS,57,130870336,PRJEB1220,SAMEA2042651,"Beijing Genome Institute\, Shenzhen\, China",137837137,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX185009,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091031,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042651,ERS199159,Illumina,ERS199159,ERP002061,Stool sample from danish,
ERR210345,MH0167,WGS,63,9700157,PRJEB1220,SAMEA2042651,"Beijing Genome Institute\, Shenzhen\, China",8419748,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX185010,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100124L6,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042651,ERS199159,Illumina,ERS199159,ERP002061,Stool sample from danish,
ERR210346,MH0167,WGS,60,8167127,PRJEB1220,SAMEA2042651,"Beijing Genome Institute\, Shenzhen\, China",7747822,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX185011,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L2,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042651,ERS199159,Illumina,ERS199159,ERP002061,Stool sample from danish,
ERR210347,MH0167,WGS,60,8396597,PRJEB1220,SAMEA2042651,"Beijing Genome Institute\, Shenzhen\, China",7945546,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX185012,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L3,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042651,ERS199159,Illumina,ERS199159,ERP002061,Stool sample from danish,
ERR210348,MH0168,WGS,56,118082501,PRJEB1220,SAMEA2042653,"Beijing Genome Institute\, Shenzhen\, China",125215992,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX185013,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091031,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042653,ERS199160,Illumina,ERS199160,ERP002061,Stool sample from danish,
ERR210349,MH0168,WGS,63,11393955,PRJEB1220,SAMEA2042653,"Beijing Genome Institute\, Shenzhen\, China",9858594,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX185014,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100124L6,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042653,ERS199160,Illumina,ERS199160,ERP002061,Stool sample from danish,
ERR210350,MH0168,WGS,60,9373370,PRJEB1220,SAMEA2042653,"Beijing Genome Institute\, Shenzhen\, China",8839313,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX185015,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L2,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042653,ERS199160,Illumina,ERS199160,ERP002061,Stool sample from danish,
ERR210351,MH0168,WGS,60,9958181,PRJEB1220,SAMEA2042653,"Beijing Genome Institute\, Shenzhen\, China",9372332,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX185016,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L3,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042653,ERS199160,Illumina,ERS199160,ERP002061,Stool sample from danish,
ERR210352,MH0169,WGS,67,86965682,PRJEB1220,SAMEA2042654,"Beijing Genome Institute\, Shenzhen\, China",80911655,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX185017,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091116,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042654,ERS199161,Illumina,ERS199161,ERP002061,Stool sample from danish,
ERR210364,MH0177,WGS,58,11364774,PRJEB1220,SAMEA2042730,"Beijing Genome Institute\, Shenzhen\, China",10992236,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX185029,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L2,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042730,ERS199167,Illumina,ERS199167,ERP002061,Stool sample from danish,
ERR210365,MH0177,WGS,58,12067647,PRJEB1220,SAMEA2042730,"Beijing Genome Institute\, Shenzhen\, China",11629028,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX185030,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20100125L3,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042730,ERS199167,Illumina,ERS199167,ERP002061,Stool sample from danish,
ERR210366,MH0178,WGS,62,194673839,PRJEB1220,SAMEA2042731,"Beijing Genome Institute\, Shenzhen\, China",192972524,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX185031,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091110,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042731,ERS199168,Illumina,ERS199168,ERP002061,Stool sample from danish,
ERR210367,MH0179,WGS,61,204534360,PRJEB1220,SAMEA2042732,"Beijing Genome Institute\, Shenzhen\, China",202008369,BGI,2008/2010,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2014-05-15,2018-11-16,human gut,human-associated habitat,faeces,human-gut,ERX185032,Denmark,55.676097,12.568337,BGI,Beijing Genome Institute,2014-05-15T17:02:13Z,2012-12-17T03:39:35Z,public,Illumina Genome Analyzer IIx,metagenome,20091110,SINGLE,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-MGS,2014-05-16T00:00:00Z,SAMEA2042732,ERS199169,Illumina,ERS199169,ERP002061,Stool sample from danish,
