Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,Description,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title
ERR1727524,halbarad-11-773-0,WGS,173,1292744379,PRJEB17632,SAMEA4545507,844882853,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-08-28,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797452,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545507,ERS1444686,Illumina,ERS1444686,ERP019502,halbarad-11-773-0
ERR1727525,halbarad-11-773-0,WGS,173,1302155049,PRJEB17632,SAMEA4545507,849696063,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-08-28,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797453,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545507,ERS1444686,Illumina,ERS1444686,ERP019502,halbarad-11-773-0
ERR1727526,pluto2-11-7-0,WGS,172,1060034695,PRJEB17632,SAMEA4545541,712895362,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-08,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797454,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545541,ERS1444720,Illumina,ERS1444720,ERP019502,pluto2-11-7-0
ERR1727527,pluto2-11-7-0,WGS,171,1100092937,PRJEB17632,SAMEA4545541,748354996,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-08,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797455,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545541,ERS1444720,Illumina,ERS1444720,ERP019502,pluto2-11-7-0
ERR1727528,pluto2-11-7-0,WGS,172,1077731090,PRJEB17632,SAMEA4545541,725935102,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-08,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797456,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545541,ERS1444720,Illumina,ERS1444720,ERP019502,pluto2-11-7-0
ERR1727529,pluto2-11-7-0,WGS,137,448868137,PRJEB17632,SAMEA4545541,322081645,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-08,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797457,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545541,ERS1444720,Illumina,ERS1444720,ERP019502,pluto2-11-7-0
ERR1727531,mickey2-11-7-0,WGS,170,1216252769,PRJEB17632,SAMEA4545513,830559576,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-20,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797459,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545513,ERS1444692,Illumina,ERS1444692,ERP019502,mickey2-11-7-0
ERR1727544,713A023-11-0-0,WGS,172,1154308028,PRJEB17632,SAMEA4545300,920222718,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2014-11-06,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797472,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545300,ERS1444479,Illumina,ERS1444479,ERP019502,713A023-11-0-0
ERR1727546,713A074-11-90-0,WGS,172,1570886765,PRJEB17632,SAMEA4545351,1223283565,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-04-14,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797474,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545351,ERS1444530,Illumina,ERS1444530,ERP019502,713A074-11-90-0
ERR1727547,713A074-11-90-0,WGS,171,1545429942,PRJEB17632,SAMEA4545351,1217479955,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-04-14,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797475,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545351,ERS1444530,Illumina,ERS1444530,ERP019502,713A074-11-90-0
ERR1727548,713A074-11-90-0,WGS,172,1567827810,PRJEB17632,SAMEA4545351,1223896540,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-04-14,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797476,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545351,ERS1444530,Illumina,ERS1444530,ERP019502,713A074-11-90-0
ERR1727549,713A074-11-90-0,WGS,172,1536260361,PRJEB17632,SAMEA4545351,1204234926,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-04-14,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797477,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545351,ERS1444530,Illumina,ERS1444530,ERP019502,713A074-11-90-0
ERR1727553,713B043-11-90-0,WGS,84,1203008439,PRJEB17632,SAMEA4545411,739952753,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-20,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797481,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545411,ERS1444590,Illumina,ERS1444590,ERP019502,713B043-11-90-0
ERR1727554,713B004-11-90-0,WGS,175,1405738257,PRJEB17632,SAMEA4545373,1104973034,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-04-28,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797482,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545373,ERS1444552,Illumina,ERS1444552,ERP019502,713B004-11-90-0
ERR1727555,713B004-11-90-0,WGS,175,1405847528,PRJEB17632,SAMEA4545373,1110140817,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-04-28,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797483,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545373,ERS1444552,Illumina,ERS1444552,ERP019502,713B004-11-90-0
ERR1727566,713B069-11-90-0,WGS,174,1109218121,PRJEB17632,SAMEA4545443,793102848,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-11,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797494,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545443,ERS1444622,Illumina,ERS1444622,ERP019502,713B069-11-90-0
ERR1727567,713B069-11-90-0,WGS,174,1173266766,PRJEB17632,SAMEA4545443,840083643,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-11,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797495,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545443,ERS1444622,Illumina,ERS1444622,ERP019502,713B069-11-90-0
ERR1727568,713B069-11-90-0,WGS,179,1216469159,PRJEB17632,SAMEA4545443,872763713,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-11,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797496,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545443,ERS1444622,Illumina,ERS1444622,ERP019502,713B069-11-90-0
ERR1727569,713B069-11-90-0,WGS,174,1151359665,PRJEB17632,SAMEA4545443,823306279,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-11,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797497,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545443,ERS1444622,Illumina,ERS1444622,ERP019502,713B069-11-90-0
ERR1727570,713B072-11-90-0,WGS,174,1273158359,PRJEB17632,SAMEA4545445,1008984296,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-11,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797498,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545445,ERS1444624,Illumina,ERS1444624,ERP019502,713B072-11-90-0
ERR1727571,713B072-11-90-0,WGS,174,1313723742,PRJEB17632,SAMEA4545445,1040517598,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-11,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797499,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545445,ERS1444624,Illumina,ERS1444624,ERP019502,713B072-11-90-0
ERR1727572,713B072-11-90-0,WGS,174,1244374956,PRJEB17632,SAMEA4545445,987622809,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-11,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797500,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545445,ERS1444624,Illumina,ERS1444624,ERP019502,713B072-11-90-0
ERR1727573,713B072-11-90-0,WGS,174,1241720078,PRJEB17632,SAMEA4545445,980975501,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-11,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797501,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545445,ERS1444624,Illumina,ERS1444624,ERP019502,713B072-11-90-0
ERR1727574,713B041-11-90-0,WGS,164,939886154,PRJEB17632,SAMEA4545407,754146931,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-11,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797502,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545407,ERS1444586,Illumina,ERS1444586,ERP019502,713B041-11-90-0
ERR1727575,713B041-11-90-0,WGS,168,985883492,PRJEB17632,SAMEA4545407,782607411,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-02-11,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797503,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545407,ERS1444586,Illumina,ERS1444586,ERP019502,713B041-11-90-0
ERR1727585,halbarad-11-7-0,WGS,169,1996504585,PRJEB17632,SAMEA4545506,1401679726,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2012-07-23,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797513,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:53Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545506,ERS1444685,Illumina,ERS1444685,ERP019502,halbarad-11-7-0
ERR1727586,bugkiller-11-2-0,WGS,179,1376866920,PRJEB17632,SAMEA4545468,877624869,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2011-11-03,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797514,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545468,ERS1444647,Illumina,ERS1444647,ERP019502,bugkiller-11-2-0
ERR1727587,bugkiller-11-2-0,WGS,179,1477912143,PRJEB17632,SAMEA4545468,948071005,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2011-11-03,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797515,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545468,ERS1444647,Illumina,ERS1444647,ERP019502,bugkiller-11-2-0
ERR1727588,bugkiller-11-2-0,WGS,179,1474161969,PRJEB17632,SAMEA4545468,941741384,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2011-11-03,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797516,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545468,ERS1444647,Illumina,ERS1444647,ERP019502,bugkiller-11-2-0
ERR1727589,bugkiller-11-2-0,WGS,178,1477741883,PRJEB17632,SAMEA4545468,958463901,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2011-11-03,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797517,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545468,ERS1444647,Illumina,ERS1444647,ERP019502,bugkiller-11-2-0
ERR1727590,713A029-11-0-0,WGS,178,1367108416,PRJEB17632,SAMEA4545306,1038820508,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-14,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797518,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545306,ERS1444485,Illumina,ERS1444485,ERP019502,713A029-11-0-0
ERR1727592,713A029-11-0-0,WGS,178,1362114395,PRJEB17632,SAMEA4545306,1037740813,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-14,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797520,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545306,ERS1444485,Illumina,ERS1444485,ERP019502,713A029-11-0-0
ERR1727593,713A029-11-0-0,WGS,177,1336855388,PRJEB17632,SAMEA4545306,1021566885,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2015-01-14,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797521,Kazakhstan,Asia,Kazakhstan,51.1605,71.4704,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:54Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545306,ERS1444485,Illumina,ERS1444485,ERP019502,713A029-11-0-0
ERR1727594,pluto4-11-30-0,WGS,171,1273643170,PRJEB17632,SAMEA4545546,855492104,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-31,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797522,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545546,ERS1444725,Illumina,ERS1444725,ERP019502,pluto4-11-30-0
ERR1727595,pluto4-11-30-0,WGS,170,1265093189,PRJEB17632,SAMEA4545546,848155336,EUROPEAN MOLECULAR BIOLOGY LABORATORY,2013-03-31,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Stool sample,ERC000015,2017-12-01,2018-11-16,Stool sample,Stool sample,Microbial DNA,ERX1797523,Germany,Europe,Germany,49.3988,8.6724,human-gut,EMBL,2017-12-01T17:02:42Z,2016-11-15T11:25:52Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,unspecified,METAGENOMIC,Homo sapiens,ILLUMINA,Global subspecies distribution,2017-12-02T00:00:00Z,SAMEA4545546,ERS1444725,Illumina,ERS1444725,ERP019502,pluto4-11-30-0
