Run,analysis_typeexp,analysis_typerun,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Consent,data_typeexp,data_typerun,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,Experiment,flowcell_barcoderun,geo_loc_name_country,geo_loc_name_country_continent,GEOGRAPHIC_LOCATION,gssr_idexp,gssr_idrun,instrument_namerun,Instrument,Isolation_source,lanerun,LibraryName,library_typeexp,library_typerun,LibraryLayout,LibrarySelection,LibrarySource,lsidexp,lsidrun,material_typeexp,Organism,Platform,product_orderexp,product_orderrun,product_part_numberexp,product_part_numberrun,projectexp,projectrun,read_group_idrun,ReleaseDate,research_projectexp,research_projectrun,root_sample_idexp,root_sample_idrun,run_barcoderun,run_namerun,sample_idexp,sample_IDrun,SampleName,Sample_Name,screenedrun,specific_host,SRAStudy,STRAIN,work_requestexp,work_requestrun
SRR1910931,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,14965300,PRJNA231909,SAMN03402029,9493202,BI,public,16S,16S,"sra,bam","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX952590,A2G7T,uncalculated,uncalculated,missing,320957.0,320957.0,SL-MAG,Illumina MiSeq,missing,1,Solexa-155890,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BE6P,broadinstitute.org:bsp.prod.sample:4BE6P,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1062,PDO-1062,P-MCV-0002,P-MCV-0002,G35354,G35354,A2G7T.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2FM,SM-3T2FM,A2G7T130425,130425_SL-MAG_0126_FC000000000-A2G7T,SM-4BE6P,SM-4BE6P,PRJNA231909.3103702,3103702,yes,missing,SRP056054,missing,36300,36300
SRR1910932,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,43024450,PRJNA231909,SAMN03402030,24345110,BI,public,16S,16S,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX952591,A2G30,uncalculated,uncalculated,missing,326963.0,326963.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158514,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJVP,broadinstitute.org:bsp.prod.sample:4CJVP,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G37037,G37037,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2TD,SM-3T2TD,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJVP,SM-4CJVP,PRJNA231909.3113355,3113355,yes,missing,SRP056054,missing,36423,36423
SRR1910937,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,22149050,PRJNA231909,SAMN03402037,12470231,BI,public,16S,16S,"bam,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX952596,A2G30,uncalculated,uncalculated,missing,326797.0,326797.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158495,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJTR,broadinstitute.org:bsp.prod.sample:4CJTR,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G36991,G36991,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2OM,SM-3T2OM,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJTR,SM-4CJTR,PRJNA231909.3109950,3109950,yes,missing,SRP056054,missing,36422,36422
SRR1910938,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,18773300,PRJNA231909,SAMN03402034,12538874,BI,public,16S,16S,"bam,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX952595,A3MD2,uncalculated,uncalculated,missing,327738.0,327738.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158942,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CONF,broadinstitute.org:bsp.prod.sample:4CONF,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1169,PDO-1169,P-MCV-0002,P-MCV-0002,G36838,G36838,A3MD2.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2H6,SM-3T2H6,A3MD2130515,130515_SL-MAL_0067_FC000000000-A3MD2,SM-4CONF,SM-4CONF,PRJNA231909.3101120,3101120,yes,missing,SRP056054,missing,36420,36420
SRR1910940,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,17736250,PRJNA231909,SAMN03402035,10044750,BI,public,16S,16S,"sra,bam","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX952597,A2G30,uncalculated,uncalculated,missing,326754.0,326754.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158452,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJSJ,broadinstitute.org:bsp.prod.sample:4CJSJ,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G36948,G36948,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2K5,SM-3T2K5,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJSJ,SM-4CJSJ,PRJNA231909.3113460,3113460,yes,missing,SRP056054,missing,36422,36422
SRR1910941,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,3629500,PRJNA231909,SAMN03402038,2141067,BI,public,16S,16S,"sra,bam","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX952599,A2G30,uncalculated,uncalculated,missing,326974.0,326974.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158525,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJW1,broadinstitute.org:bsp.prod.sample:4CJW1,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G36998,G36998,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2FR,SM-3T2FR,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJW1,SM-4CJW1,PRJNA231909.3116459,3116459,yes,missing,SRP056054,missing,36423,36423
SRR1910942,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,30809800,PRJNA231909,SAMN03402039,20662573,BI,public,16S,16S,"sra,bam","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX952600,A3MD2,uncalculated,uncalculated,missing,327043.0,327043.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158993,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CKSF,broadinstitute.org:bsp.prod.sample:4CKSF,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1169,PDO-1169,P-MCV-0002,P-MCV-0002,G36874,G36874,A3MD2.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T28G,SM-3T28G,A3MD2130515,130515_SL-MAL_0067_FC000000000-A3MD2,SM-4CKSF,SM-4CKSF,PRJNA231909.3102511,3102511,yes,missing,SRP056054,missing,36421,36421
SRR1911377,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,11054750,PRJNA231909,SAMN03402044,6118568,BI,public,16S,16S,"sra,bam","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX954678,A2G30,uncalculated,uncalculated,missing,326964.0,326964.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158515,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJVQ,broadinstitute.org:bsp.prod.sample:4CJVQ,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G37038,G37038,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2TN,SM-3T2TN,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJVQ,SM-4CJVQ,PRJNA231909.3103348,3103348,yes,missing,SRP056054,missing,36423,36423
SRR1912024,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,48040300,PRJNA231909,SAMN03402045,30822848,BI,public,16S,16S,"sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX954680,A3MD2,uncalculated,uncalculated,missing,327697.0,327697.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158901,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4COM9,broadinstitute.org:bsp.prod.sample:4COM9,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1169,PDO-1169,P-MCV-0002,P-MCV-0002,G36797,G36797,A3MD2.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2HH,SM-3T2HH,A3MD2130515,130515_SL-MAL_0067_FC000000000-A3MD2,SM-4COM9,SM-4COM9,PRJNA231909.3105650,3105650,yes,missing,SRP056054,missing,36420,36420
SRR1912063,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,9078300,PRJNA231909,SAMN03402046,5039479,BI,public,16S,16S,"bam,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX954679,A2G30,uncalculated,uncalculated,missing,326995.0,326995.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158546,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJWM,broadinstitute.org:bsp.prod.sample:4CJWM,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G37036,G37036,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2T5,SM-3T2T5,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJWM,SM-4CJWM,PRJNA231909.3112052,3112052,yes,missing,SRP056054,missing,36423,36423
SRR1912132,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,5993750,PRJNA231909,SAMN03402048,3523083,BI,public,16S,16S,"sra,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX954683,A2G30,uncalculated,uncalculated,missing,326953.0,326953.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158504,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJVF,broadinstitute.org:bsp.prod.sample:4CJVF,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G37026,G37026,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2T2,SM-3T2T2,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJVF,SM-4CJVF,PRJNA231909.3112049,3112049,yes,missing,SRP056054,missing,36423,36423
SRR1912221,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,51729300,PRJNA231909,SAMN03402047,28961206,BI,public,16S,16S,"sra,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX954681,A2G30,uncalculated,uncalculated,missing,327006.0,327006.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158557,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJWX,broadinstitute.org:bsp.prod.sample:4CJWX,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G37054,G37054,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2SL,SM-3T2SL,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJWX,SM-4CJWX,PRJNA231909.3113246,3113246,yes,missing,SRP056054,missing,36423,36423
SRR1913057,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,20061650,PRJNA231909,SAMN03402068,11306961,BI,public,16S,16S,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX954712,A2G30,uncalculated,uncalculated,missing,326986.0,326986.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158537,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJWD,broadinstitute.org:bsp.prod.sample:4CJWD,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G37010,G37010,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2VU,SM-3T2VU,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJWD,SM-4CJWD,PRJNA231909.3117347,3117347,yes,missing,SRP056054,missing,36423,36423
SRR1913058,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,5727400,PRJNA231909,SAMN03402067,3387675,BI,public,16S,16S,"bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX954710,A2G30,uncalculated,uncalculated,missing,326799.0,326799.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158497,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJTT,broadinstitute.org:bsp.prod.sample:4CJTT,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G36993,G36993,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2G8,SM-3T2G8,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJTT,SM-4CJTT,PRJNA231909.3101001,3101001,yes,missing,SRP056054,missing,36422,36422
SRR1913060,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,43236900,PRJNA231909,SAMN03402070,24898488,BI,public,16S,16S,"bam,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX954711,A2G30,uncalculated,uncalculated,missing,326766.0,326766.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158464,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJSV,broadinstitute.org:bsp.prod.sample:4CJSV,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G36960,G36960,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2FB,SM-3T2FB,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJSV,SM-4CJSV,PRJNA231909.3109757,3109757,yes,missing,SRP056054,missing,36422,36422
SRR1913062,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,8891400,PRJNA231909,SAMN03402071,5231128,BI,public,16S,16S,"sra,bam","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX954714,A2G30,uncalculated,uncalculated,missing,326746.0,326746.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158444,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJSB,broadinstitute.org:bsp.prod.sample:4CJSB,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G36940,G36940,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2EQ,SM-3T2EQ,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJSB,SM-4CJSB,PRJNA231909.3104911,3104911,yes,missing,SRP056054,missing,36422,36422
SRR1913063,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,6793500,PRJNA231909,SAMN03402072,3996215,BI,public,16S,16S,"sra,bam","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX954715,A2G30,uncalculated,uncalculated,missing,326772.0,326772.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158470,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJT2,broadinstitute.org:bsp.prod.sample:4CJT2,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G36966,G36966,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2F5,SM-3T2F5,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJT2,SM-4CJT2,PRJNA231909.3103497,3103497,yes,missing,SRP056054,missing,36422,36422
SRR1913064,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,11951450,PRJNA231909,SAMN03402036,7884276,BI,public,16S,16S,"sra,bam","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX952598,A3MD2,uncalculated,uncalculated,missing,327727.0,327727.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158931,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CON4,broadinstitute.org:bsp.prod.sample:4CON4,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1169,PDO-1169,P-MCV-0002,P-MCV-0002,G36827,G36827,A3MD2.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2VK,SM-3T2VK,A3MD2130515,130515_SL-MAL_0067_FC000000000-A3MD2,SM-4CON4,SM-4CON4,PRJNA231909.3116401,3116401,yes,missing,SRP056054,missing,36420,36420
SRR1913110,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,23915850,PRJNA231909,SAMN03402091,13412922,BI,public,16S,16S,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX954754,A2G30,uncalculated,uncalculated,missing,326959.0,326959.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158510,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJVL,broadinstitute.org:bsp.prod.sample:4CJVL,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G37032,G37032,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2SM,SM-3T2SM,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJVL,SM-4CJVL,PRJNA231909.3113247,3113247,yes,missing,SRP056054,missing,36423,36423
SRR1913111,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,29540000,PRJNA231909,SAMN03402087,18314067,BI,public,16S,16S,"bam,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX954750,A2G7T,uncalculated,uncalculated,missing,320884.0,320884.0,SL-MAG,Illumina MiSeq,missing,1,Solexa-155832,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BE52,broadinstitute.org:bsp.prod.sample:4BE52,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1062,PDO-1062,P-MCV-0002,P-MCV-0002,G35475,G35475,A2G7T.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2UJ,SM-3T2UJ,A2G7T130425,130425_SL-MAG_0126_FC000000000-A2G7T,SM-4BE52,SM-4BE52,PRJNA231909.3117622,3117622,yes,missing,SRP056054,missing,36299,36299
SRR1913113,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,10944850,PRJNA231909,SAMN03402089,7509711,BI,public,16S,16S,"sra,bam","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX954757,A3MD2,uncalculated,uncalculated,missing,327747.0,327747.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158951,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CONO,broadinstitute.org:bsp.prod.sample:4CONO,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1169,PDO-1169,P-MCV-0002,P-MCV-0002,G36787,G36787,A3MD2.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2UB,SM-3T2UB,A3MD2130515,130515_SL-MAL_0067_FC000000000-A3MD2,SM-4CONO,SM-4CONO,PRJNA231909.3103737,3103737,yes,missing,SRP056054,missing,36420,36420
SRR1913114,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,20989850,PRJNA231909,SAMN03402088,11912393,BI,public,16S,16S,"sra,bam","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX954752,A2G30,uncalculated,uncalculated,missing,326989.0,326989.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158540,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJWG,broadinstitute.org:bsp.prod.sample:4CJWG,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G37049,G37049,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2T7,SM-3T2T7,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJWG,SM-4CJWG,PRJNA231909.3112054,3112054,yes,missing,SRP056054,missing,36423,36423
SRR1913119,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,10853500,PRJNA231909,SAMN03402090,6307597,BI,public,16S,16S,"bam,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX954755,A2G30,uncalculated,uncalculated,missing,326955.0,326955.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158506,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJVH,broadinstitute.org:bsp.prod.sample:4CJVH,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G37028,G37028,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2TK,SM-3T2TK,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJVH,SM-4CJVH,PRJNA231909.3105346,3105346,yes,missing,SRP056054,missing,36423,36423
SRR1913121,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,26870900,PRJNA231909,SAMN03398867,17532052,BI,public,16S,16S,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX954760,A3MD2,uncalculated,uncalculated,missing,327748.0,327748.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158952,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CONP,broadinstitute.org:bsp.prod.sample:4CONP,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1169,PDO-1169,P-MCV-0002,P-MCV-0002,G36788,G36788,A3MD2.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2UA,SM-3T2UA,A3MD2130515,130515_SL-MAL_0067_FC000000000-A3MD2,SM-4CONP,SM-4CONP,PRJNA231909.3103736,3103736,yes,missing,SRP056054,missing,36420,36420
SRR1913122,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,59663450,PRJNA231909,SAMN03402092,38765160,BI,public,16S,16S,"bam,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX954764,A3MD2,uncalculated,uncalculated,missing,327019.0,327019.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158969,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CKRQ,broadinstitute.org:bsp.prod.sample:4CKRQ,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1169,PDO-1169,P-MCV-0002,P-MCV-0002,G36884,G36884,A3MD2.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2NJ,SM-3T2NJ,A3MD2130515,130515_SL-MAL_0067_FC000000000-A3MD2,SM-4CKRQ,SM-4CKRQ,PRJNA231909.3115382,3115382,yes,missing,SRP056054,missing,36421,36421
SRR1913130,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,16627450,PRJNA231909,SAMN03402096,10886033,BI,public,16S,16S,"bam,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX954770,A3MD2,uncalculated,uncalculated,missing,327724.0,327724.0,SL-MAL,Illumina MiSeq,missing,1,Solexa-158928,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CON1,broadinstitute.org:bsp.prod.sample:4CON1,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1169,PDO-1169,P-MCV-0002,P-MCV-0002,G36824,G36824,A3MD2.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2OW,SM-3T2OW,A3MD2130515,130515_SL-MAL_0067_FC000000000-A3MD2,SM-4CON1,SM-4CON1,PRJNA231909.3107951,3107951,yes,missing,SRP056054,missing,36420,36420
SRR1913185,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,34621300,PRJNA231909,SAMN03402101,21299443,BI,public,16S,16S,"sra,bam","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX954824,A2G7T,uncalculated,uncalculated,missing,321016.0,321016.0,SL-MAG,Illumina MiSeq,missing,1,Solexa-155950,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BE8E,broadinstitute.org:bsp.prod.sample:4BE8E,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1062,PDO-1062,P-MCV-0002,P-MCV-0002,G35381,G35381,A2G7T.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2HO,SM-3T2HO,A2G7T130425,130425_SL-MAG_0126_FC000000000-A2G7T,SM-4BE8E,SM-4BE8E,PRJNA231909.3114369,3114369,yes,missing,SRP056054,missing,36300,36300
SRR1913215,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,17478650,PRJNA231909,SAMN03402103,10126212,BI,public,16S,16S,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX954851,A2G30,uncalculated,uncalculated,missing,326960.0,326960.0,SL-MAH,Illumina MiSeq,missing,1,Solexa-158511,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4CJVM,broadinstitute.org:bsp.prod.sample:4CJVM,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1170,PDO-1170,P-MCV-0002,P-MCV-0002,G37033,G37033,A2G30.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2TJ,SM-3T2TJ,A2G30130514,130514_SL-MAH_0070_FC000000000-A2G30,SM-4CJVM,SM-4CJVM,PRJNA231909.3105345,3105345,yes,missing,SRP056054,missing,36423,36423
SRR1913216,AssemblyWithoutReference,AssemblyWithoutReference,AMPLICON,350,24121650,PRJNA231909,SAMN03402105,14645976,BI,public,16S,16S,"bam,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX954854,A2G7T,uncalculated,uncalculated,missing,320965.0,320965.0,SL-MAG,Illumina MiSeq,missing,1,Solexa-155898,16S,16S,PAIRED,PCR,METAGENOMIC,broadinstitute.org:bsp.prod.sample:4BE6X,broadinstitute.org:bsp.prod.sample:4BE6X,DNA:DNA Genomic,human gut metagenome,ILLUMINA,PDO-1062,PDO-1062,P-MCV-0002,P-MCV-0002,G35486,G35486,A2G7T.1,2015-03-12T00:00:00Z,RP-315,RP-315,SM-3T2SB,SM-3T2SB,A2G7T130425,130425_SL-MAG_0126_FC000000000-A2G7T,SM-4BE6X,SM-4BE6X,PRJNA231909.3114598,3114598,yes,missing,SRP056054,missing,36300,36300
