Run,Alias,AssayType,BioProject,BioSample,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_and/or_sea,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title,AvgSpotLen,Bases,Bytes
ERR1620259,SZAXPI029503-106,WGS,PRJEB15371,SAMEA4431872,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","gs,s3,ena,ncbi","s3.us-east-1,gs.US,ena,ncbi.public",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690624,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029503-106,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431872,ERS1343321,Illumina,ERS1343321,ERP017091,Stool sample from China,194,4864561375,3803664301
ERR1620262,SZAXPI029544-123,WGS,PRJEB15371,SAMEA4431875,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,gs,s3,ncbi","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690627,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029544-123,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431875,ERS1343324,Illumina,ERS1343324,ERP017091,Stool sample from China,195,6039876409,4191460003
ERR1620264,SZAXPI029546-133,WGS,PRJEB15371,SAMEA4431877,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","s3,gs,ena,ncbi","gs.US,s3.us-east-1,ena,ncbi.public",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690629,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029546-133,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431877,ERS1343326,Illumina,ERS1343326,ERP017091,Stool sample from China,195,5336538964,4180256614
ERR1620266,SZAXPI029549-142,WGS,PRJEB15371,SAMEA4431879,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","gs,s3,ena,ncbi","gs.US,s3.us-east-1,ena,ncbi.public",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690631,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029549-142,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431879,ERS1343328,Illumina,ERS1343328,ERP017091,Stool sample from China,195,5903259210,4534910720
ERR1620278,SZAXPI029497-98,WGS,PRJEB15371,SAMEA4431891,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","gs,s3,ena,ncbi","s3.us-east-1,gs.US,ncbi.public,ena",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690643,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029497-98,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431891,ERS1343340,Illumina,ERS1343340,ERP017091,Stool sample from China,195,6038949051,4539374323
ERR1620279,RSZAXPI003083-117,WGS,PRJEB15371,SAMEA4431892,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","s3,gs,ncbi,ena","s3.us-east-1,ena,gs.US,ncbi.public",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690644,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003083-117,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431892,ERS1343341,Illumina,ERS1343341,ERP017091,Stool sample from China,197,4793161330,3368710639
ERR1620281,RSZAXPI003104-142,WGS,PRJEB15371,SAMEA4431894,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690646,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003104-142,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431894,ERS1343343,Illumina,ERS1343343,ERP017091,Stool sample from China,197,4925939710,3605212626
ERR1620305,RSZAXPI003093-124,WGS,PRJEB15371,SAMEA4431918,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ncbi,gs,s3,ena","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690670,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003093-124,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431918,ERS1343367,Illumina,ERS1343367,ERP017091,Stool sample from China,198,5132779574,3582018979
ERR1620306,RSZAXPI003063-104,WGS,PRJEB15371,SAMEA4431919,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","gs,ncbi,s3,ena","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690671,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003063-104,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431919,ERS1343368,Illumina,ERS1343368,ERP017091,Stool sample from China,198,4964957955,3567367641
ERR1620313,RSZAXPI003078-111,WGS,PRJEB15371,SAMEA4431926,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","gs,ncbi,s3,ena","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690678,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003078-111,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431926,ERS1343375,Illumina,ERS1343375,ERP017091,Stool sample from China,198,5516784383,3856046550
ERR1620321,RSZAXPI003103-141,WGS,PRJEB15371,SAMEA4431934,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","gs,ena,s3,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690686,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI003103-141,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431934,ERS1343383,Illumina,ERS1343383,ERP017091,Stool sample from China,196,4483173302,2858123650
ERR1620325,SZAXPI029554-33,WGS,PRJEB15371,SAMEA4431938,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","ncbi,gs,s3,ena","ena,s3.us-east-1,gs.US,ncbi.public",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690690,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029554-33,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431938,ERS1343387,Illumina,ERS1343387,ERP017091,Stool sample from China,195,5508956471,3708500070
ERR1620326,SZAXPI029555-35,WGS,PRJEB15371,SAMEA4431939,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","gs,ena,s3,ncbi","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690691,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029555-35,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431939,ERS1343388,Illumina,ERS1343388,ERP017091,Stool sample from China,195,6460118314,4932285287
ERR1620329,SZAXPI029558-44,WGS,PRJEB15371,SAMEA4431942,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","ncbi,gs,s3,ena","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690694,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029558-44,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431942,ERS1343391,Illumina,ERS1343391,ERP017091,Stool sample from China,196,3922052856,2620482398
ERR1620336,SZAXPI029565-77,WGS,PRJEB15371,SAMEA4431949,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","ena,gs,s3,ncbi","s3.us-east-1,gs.US,ena,ncbi.public",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690701,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029565-77,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431949,ERS1343398,Illumina,ERS1343398,ERP017091,Stool sample from China,195,6373843623,4801962224
ERR1620338,SZAXPI029567-80,WGS,PRJEB15371,SAMEA4431951,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","gs,ncbi,s3,ena","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690703,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029567-80,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431951,ERS1343400,Illumina,ERS1343400,ERP017091,Stool sample from China,195,5299355952,4063126186
ERR1620339,SZAXPI029568-81,WGS,PRJEB15371,SAMEA4431952,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","ena,gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1,ena",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690704,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029568-81,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431952,ERS1343401,Illumina,ERS1343401,ERP017091,Stool sample from China,196,6077611991,4067255008
ERR1620340,SZAXPI029569-84,WGS,PRJEB15371,SAMEA4431953,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","ena,gs,s3,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690705,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029569-84,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431953,ERS1343402,Illumina,ERS1343402,ERP017091,Stool sample from China,197,5933842342,4480771188
ERR1620345,SZAXPI029574-89,WGS,PRJEB15371,SAMEA4431958,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ncbi,ena,s3,gs","s3.us-east-1,gs.US,ena,ncbi.public",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690710,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029574-89,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431958,ERS1343407,Illumina,ERS1343407,ERP017091,Stool sample from China,196,6573599805,4936450789
ERR1620346,SZAXPI029575-90,WGS,PRJEB15371,SAMEA4431959,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","gs,ena,ncbi,s3","gs.US,s3.us-east-1,ena,ncbi.public",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690711,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029575-90,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431959,ERS1343408,Illumina,ERS1343408,ERP017091,Stool sample from China,196,4933664890,3748951900
ERR1620350,SZAXPI029579-97,WGS,PRJEB15371,SAMEA4431963,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","gs,s3,ncbi,ena","ena,gs.US,s3.us-east-1,ncbi.public",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690715,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029579-97,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431963,ERS1343412,Illumina,ERS1343412,ERP017091,Stool sample from China,195,5856789853,4604718831
ERR1620351,SZAXPI029580-98,WGS,PRJEB15371,SAMEA4431964,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","s3,gs,ena,ncbi","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690716,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029580-98,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431964,ERS1343413,Illumina,ERS1343413,ERP017091,Stool sample from China,195,4982206627,3926807457
ERR1620352,SZAXPI029581-99,WGS,PRJEB15371,SAMEA4431965,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","s3,gs,ncbi,ena","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690717,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029581-99,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431965,ERS1343414,Illumina,ERS1343414,ERP017091,Stool sample from China,195,5421937742,4310929742
ERR1620357,SZAXPI029586-105,WGS,PRJEB15371,SAMEA4431970,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","s3,ncbi,ena,gs","s3.us-east-1,ena,gs.US,ncbi.public",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690722,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029586-105,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431970,ERS1343419,Illumina,ERS1343419,ERP017091,Stool sample from China,195,5238382741,4120954206
ERR1620358,SZAXPI029587-106,WGS,PRJEB15371,SAMEA4431971,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","ncbi,ena,gs,s3","s3.us-east-1,gs.US,ncbi.public,ena",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690723,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029587-106,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431971,ERS1343420,Illumina,ERS1343420,ERP017091,Stool sample from China,195,4655449063,3657675389
ERR1620359,SZAXPI029588-107,WGS,PRJEB15371,SAMEA4431972,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","ena,gs,ncbi,s3","gs.US,ena,s3.us-east-1,ncbi.public",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690724,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029588-107,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431972,ERS1343421,Illumina,ERS1343421,ERP017091,Stool sample from China,195,4808207318,3829517827
ERR1620361,SZAXPI029590-113,WGS,PRJEB15371,SAMEA4431974,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ena,s3,gs,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690726,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029590-113,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431974,ERS1343423,Illumina,ERS1343423,ERP017091,Stool sample from China,195,5967606271,4737144631
ERR1620370,SZAXPI029598-166,WGS,PRJEB15371,SAMEA4431983,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","ncbi,s3,ena,gs","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690735,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029598-166,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431983,ERS1343432,Illumina,ERS1343432,ERP017091,Stool sample from China,195,5894438855,4098484891
ERR1620371,SZAXPI029670-27,WGS,PRJEB15371,SAMEA4431984,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","s3,ena,ncbi,gs","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690736,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029670-27,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431984,ERS1343433,Illumina,ERS1343433,ERP017091,Stool sample from China,195,5179687708,3627131316
ERR1620373,SZAXPI029599-169,WGS,PRJEB15371,SAMEA4431986,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","gs,ncbi,ena,s3","ena,gs.US,s3.us-east-1,ncbi.public",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690738,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029599-169,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431986,ERS1343435,Illumina,ERS1343435,ERP017091,Stool sample from China,195,5300480861,3732579055
ERR1620374,SZAXPI029600-27,WGS,PRJEB15371,SAMEA4431987,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","gs,s3,ena,ncbi","s3.us-east-1,gs.US,ena,ncbi.public",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690739,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029600-27,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431987,ERS1343436,Illumina,ERS1343436,ERP017091,Stool sample from China,195,6140797598,4916033948
ERR1620376,SZAXPI029602-33,WGS,PRJEB15371,SAMEA4431989,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","s3,ncbi,ena,gs","s3.us-east-1,gs.US,ncbi.public,ena",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690741,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029602-33,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431989,ERS1343438,Illumina,ERS1343438,ERP017091,Stool sample from China,196,5282066400,4184842900
ERR1620265,SZAXPI029548-140,WGS,PRJEB15371,SAMEA4431878,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","gs,ncbi,ena,s3","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690630,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029548-140,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431878,ERS1343327,Illumina,ERS1343327,ERP017091,Stool sample from China,196,5285441399,4009368779
ERR1620356,SZAXPI029585-104,WGS,PRJEB15371,SAMEA4431969,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","gs,s3,ncbi,ena","ena,ncbi.public,gs.US,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690721,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029585-104,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431969,ERS1343418,Illumina,ERS1343418,ERP017091,Stool sample from China,195,5549953172,4353152865
ERR1620367,SZAXPI029594-136,WGS,PRJEB15371,SAMEA4431980,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","ncbi,s3,ena,gs","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,2016-11-11,2019-01-23,human gut,human-associated habitat,faeces,ERX1690732,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029594-136,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431980,ERS1343429,Illumina,ERS1343429,ERP017091,Stool sample from China,196,5280868463,3655594138
ERR1620375,SZAXPI029601-32,WGS,PRJEB15371,SAMEA4431988,BEIJING GENOME INSTITUTE,2013,public,"fastq,sra","gs,ena,s3,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690740,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029601-32,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431988,ERS1343437,Illumina,ERS1343437,ERP017091,Stool sample from China,196,5522959658,4308901473
ERR1620341,SZAXPI029570-85,WGS,PRJEB15371,SAMEA4431954,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","s3,gs,ena,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690706,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029570-85,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431954,ERS1343403,Illumina,ERS1343403,ERP017091,Stool sample from China,195,5689090992,4334817638
ERR1620342,SZAXPI029571-86,WGS,PRJEB15371,SAMEA4431955,BEIJING GENOME INSTITUTE,2013,public,"sra,fastq","ncbi,ena,s3,gs","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,2016-11-11,2018-11-16,human gut,human-associated habitat,faeces,ERX1690707,China,Asia,China,China,55.676097,12.568337,human-gut,BGI,2016-11-11T17:03:37Z,2016-10-21T09:38:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI029571-86,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2016-11-16T00:00:00Z,SAMEA4431955,ERS1343404,Illumina,ERS1343404,ERP017091,Stool sample from China,196,5915070276,4468091433
