Run,Alias,AssayType,AvgSpotLen,Bases,BioProject,BioSample,Bytes,CenterName,Collection_Date,Consent,DATASTOREfiletype,DATASTOREprovider,DATASTOREregion,ENA_checklist,ENA-FIRST-PUBLICrun,ENA-LAST-UPDATErun,environment_biome,environment_feature,environment_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_country_and/or_sea,geographic_location_country_sea_region,geographic_location_latitude,geographic_location_longitude,human_gut_environmental_package,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,LibraryName,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,SampleName,Sample_Name,Sequencing_method,SRA_accession,SRAStudy,Title,INSDC_center_alias,Individual
ERR589449,RSZAXPI002608-31,WGS,195,4080891421,PRJEB6997,SAMEA2737918,3072694043,BGI,2016,public,"sra,fastq","ncbi,s3,gs,ena","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547444,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:32Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002608-31,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737918,ERS537448,Illumina,ERS537448,ERP006678,oral sample from China,BGI,
ERR589454,RSZAXPI002613-24,WGS,196,5759531209,PRJEB6997,SAMEA2737921,4306643575,BGI,2025,public,"fastq,sra","s3,ncbi,gs,ena","gs.US,ena,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547449,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:57:34Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002613-24,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737921,ERS537451,Illumina,ERS537451,ERP006678,oral sample from China,BGI,
ERR589457,RSZAXPI002615-108,WGS,196,1030440369,PRJEB6997,SAMEA2738085,774914840,BGI,2228,public,"sra,fastq","gs,ena,ncbi,s3","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547452,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:16Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002615-108,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738085,ERS537615,Illumina,ERS537615,ERP006678,oral sample from China,BGI,
ERR589464,RSZAXPI002621-37,WGS,197,2985651469,PRJEB6997,SAMEA2738089,2174637132,BGI,2275,public,"sra,fastq","s3,ncbi,ena,gs","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547459,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:02Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002621-37,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738089,ERS537619,Illumina,ERS537619,ERP006678,oral sample from China,BGI,
ERR589471,RSZAXPI002628-79,WGS,196,5505698374,PRJEB6997,SAMEA2737930,4170488941,BGI,2059,public,"sra,fastq","s3,gs,ncbi,ena","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547466,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002628-79,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737930,ERS537460,Illumina,ERS537460,ERP006678,oral sample from China,BGI,
ERR589480,RSZAXPI002637-96,WGS,191,4518455534,PRJEB6997,SAMEA2737939,3492534718,BGI,2135,public,"fastq,sra","ncbi,gs,ena,s3","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547475,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:18Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002637-96,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737939,ERS537469,Illumina,ERS537469,ERP006678,oral sample from China,BGI,
ERR589481,RSZAXPI002638-97,WGS,190,4744633076,PRJEB6997,SAMEA2737940,3727881826,BGI,2138,public,"sra,fastq","ena,ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547476,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:03Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002638-97,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737940,ERS537470,Illumina,ERS537470,ERP006678,oral sample from China,BGI,
ERR589483,RSZAXPI002640-100,WGS,190,4429546640,PRJEB6997,SAMEA2737942,3439050381,BGI,2133,public,"fastq,sra","ncbi,ena,s3,gs","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547478,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:38Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002640-100,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737942,ERS537472,Illumina,ERS537472,ERP006678,oral sample from China,BGI,
ERR589489,RSZAXPI002646-113,WGS,195,2658796575,PRJEB6997,SAMEA2738096,1998617831,BGI,2193,public,"fastq,sra","s3,ncbi,gs,ena","s3.us-east-1,ena,gs.US,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547484,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:52Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002646-113,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738096,ERS537626,Illumina,ERS537626,ERP006678,oral sample from China,BGI,
ERR589491,RSZAXPI002648-133,WGS,195,814505017,PRJEB6997,SAMEA2738098,608159643,BGI,2274,public,"fastq,sra","s3,gs,ena,ncbi","s3.us-east-1,gs.US,ena,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547486,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:05:16Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002648-133,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738098,ERS537628,Illumina,ERS537628,ERP006678,oral sample from China,BGI,
ERR589492,RSZAXPI002649-140,WGS,194,2065151713,PRJEB6997,SAMEA2738099,1606818345,BGI,2265,public,"fastq,sra","ena,ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547487,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:52:39Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002649-140,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738099,ERS537629,Illumina,ERS537629,ERP006678,oral sample from China,BGI,
ERR589496,RSZAXPI002653-13,WGS,193,4628105482,PRJEB6997,SAMEA2738103,3656563565,BGI,2186,public,"fastq,sra","ena,gs,s3,ncbi","ena,gs.US,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547491,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:52:39Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002653-13,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738103,ERS537633,Illumina,ERS537633,ERP006678,oral sample from China,BGI,
ERR589501,RSZAXPI002658-45,WGS,195,5303297708,PRJEB6997,SAMEA2737656,4033372656,BGI,2012,public,"sra,fastq","gs,ncbi,ena,s3","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547496,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2016-10-21T09:36:23Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002658-45,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737656,ERS537186,Illumina,ERS537186,ERP006678,Stool sample from China,BGI,
ERR589509,RSZAXPI002666-35,WGS,196,4615906680,PRJEB6997,SAMEA2737664,3487580550,BGI,2012,public,"sra,fastq","s3,ncbi,ena,gs","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547504,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2016-10-21T09:36:25Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002666-35,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737664,ERS537194,Illumina,ERS537194,ERP006678,Stool sample from China,BGI,
ERR589512,RSZAXPI002669-41,WGS,194,6333354022,PRJEB6997,SAMEA2737667,4935003150,BGI,2012,public,"fastq,sra","ncbi,ena,s3,gs","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547507,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002669-41,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737667,ERS537197,Illumina,ERS537197,ERP006678,Stool sample from China,BGI,
ERR589523,RSZAXPI002680-27,WGS,197,357390754,PRJEB6997,SAMEA2738109,256809253,BGI,2173,public,"sra,fastq","ena,gs,s3,ncbi","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,saliva,ERX547518,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:52:39Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI002680-27,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2738109,ERS537639,Illumina,ERS537639,ERP006678,oral sample from China,BGI,
ERR589527,SZAXPI011674-113,WGS,195,7500198822,PRJEB6997,SAMEA2737669,6062033911,BGI,2012,public,"sra,fastq","ncbi,s3,ena,gs","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547522,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2016-10-21T09:36:23Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011674-113,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737669,ERS537199,Illumina,ERS537199,ERP006678,Stool sample from China,BGI,
ERR589541,SZAXPI011699-166,WGS,194,4751303264,PRJEB6997,SAMEA2737952,3712715475,BGI,2154,public,"sra,fastq","ncbi,ena,gs,s3","s3.us-east-1,ncbi.public,gs.US,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547536,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:44:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011699-166,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737952,ERS537482,Illumina,ERS537482,ERP006678,oral sample from China,BGI,
ERR589543,SZAXPI011702-111,WGS,194,5952909259,PRJEB6997,SAMEA2737684,4888415504,BGI,2012,public,"sra,fastq","s3,gs,ncbi,ena","gs.US,ncbi.public,s3.us-east-1,ena",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547538,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2016-10-21T09:36:25Z,public,Illumina HiSeq 2000,metagenome,SZAXPI011702-111,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737684,ERS537214,Illumina,ERS537214,ERP006678,Stool sample from China,BGI,
ERR589550,SZAXPI012054-13,WGS,194,4998002545,PRJEB6997,SAMEA2737691,3910878500,BGI,2012,public,"sra,fastq","s3,ncbi,ena,gs","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547545,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012054-13,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737691,ERS537221,Illumina,ERS537221,ERP006678,Stool sample from China,BGI,
ERR589551,SZAXPI012055-14,WGS,195,4565149808,PRJEB6997,SAMEA2737692,3565025743,BGI,2012,public,"fastq,sra","s3,ncbi,ena,gs","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547546,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:44Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012055-14,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737692,ERS537222,Illumina,ERS537222,ERP006678,Stool sample from China,BGI,
ERR589570,SZAXPI012074-45,WGS,194,5590224504,PRJEB6997,SAMEA2737711,4422330848,BGI,2012,public,"sra,fastq","gs,s3,ncbi,ena","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547565,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:18Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012074-45,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737711,ERS537241,Illumina,ERS537241,ERP006678,Stool sample from China,BGI,
ERR589574,SZAXPI012079-62,WGS,195,6579639076,PRJEB6997,SAMEA2737715,5126275368,BGI,2012,public,"sra,fastq","ena,s3,ncbi,gs","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547569,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012079-62,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737715,ERS537245,Illumina,ERS537245,ERP006678,Stool sample from China,BGI,
ERR589581,SZAXPI012086-90,WGS,194,6811695533,PRJEB6997,SAMEA2737722,5433433349,BGI,2012,public,"fastq,sra","gs,ncbi,s3,ena","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547576,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:02:44Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012086-90,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737722,ERS537252,Illumina,ERS537252,ERP006678,Stool sample from China,BGI,
ERR589585,SZAXPI012243-142,WGS,196,6642365199,PRJEB6997,SAMEA2737726,4943552518,BGI,2012,public,"sra,fastq","gs,s3,ncbi,ena","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547580,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012243-142,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737726,ERS537256,Illumina,ERS537256,ERP006678,Stool sample from China,BGI,
ERR589591,SZAXPI012249-113,WGS,192,7568440825,PRJEB6997,SAMEA2737732,6002577795,BGI,2012,public,"fastq,sra","s3,ena,gs,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547586,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012249-113,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737732,ERS537262,Illumina,ERS537262,ERP006678,Stool sample from China,BGI,
ERR589595,SZAXPI012253-102,WGS,192,6067645541,PRJEB6997,SAMEA2737736,4894269928,BGI,2012,public,"fastq,sra","gs,s3,ncbi,ena","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,2015-07-16,2018-11-16,human gut,human-associated habitat,faeces,ERX547590,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:42:48Z,public,Illumina HiSeq 2000,metagenome,SZAXPI012253-102,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737736,ERS537266,Illumina,ERS537266,ERP006678,Stool sample from China,BGI,
ERR589602,SZAXPI018098-19,WGS,187,7899948664,PRJEB6997,SAMEA2737959,6675160675,BGI,2033,public,"fastq,sra","ncbi,s3,gs,ena","ena,gs.US,s3.us-east-1,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547597,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:39Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018098-19,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737959,ERS537489,Illumina,ERS537489,ERP006678,oral sample from China,BGI,
ERR589607,SZAXPI018103-24,WGS,191,7135311521,PRJEB6997,SAMEA2737964,5835549329,BGI,2086,public,"sra,fastq","ncbi,ena,gs,s3","gs.US,ena,ncbi.public,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547602,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018103-24,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737964,ERS537494,Illumina,ERS537494,ERP006678,oral sample from China,BGI,
ERR589609,SZAXPI018172-26,WGS,190,5739455449,PRJEB6997,SAMEA2737966,4713872917,BGI,2028,public,"sra,fastq","ncbi,gs,s3,ena","ena,ncbi.public,gs.US,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547604,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:50:50Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018172-26,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737966,ERS537496,Illumina,ERS537496,ERP006678,oral sample from China,BGI,
ERR589611,SZAXPI018174-30,WGS,193,6038748765,PRJEB6997,SAMEA2737968,4670128661,BGI,2130,public,"fastq,sra","s3,ena,gs,ncbi","gs.US,ncbi.public,ena,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547606,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:50:50Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018174-30,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737968,ERS537498,Illumina,ERS537498,ERP006678,oral sample from China,BGI,
ERR589615,SZAXPI018178-34,WGS,194,6302103327,PRJEB6997,SAMEA2737972,4867145609,BGI,2018,public,"fastq,sra","ena,s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547610,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018178-34,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737972,ERS537502,Illumina,ERS537502,ERP006678,oral sample from China,BGI,
ERR589616,SZAXPI018179-35,WGS,193,6654127887,PRJEB6997,SAMEA2737973,5268992503,BGI,2077,public,"fastq,sra","ncbi,s3,ena,gs","gs.US,ena,s3.us-east-1,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547611,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018179-35,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737973,ERS537503,Illumina,ERS537503,ERP006678,oral sample from China,BGI,
ERR589617,SZAXPI018180-36,WGS,193,6867641892,PRJEB6997,SAMEA2737974,5463413004,BGI,2017,public,"fastq,sra","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547612,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018180-36,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737974,ERS537504,Illumina,ERS537504,ERP006678,oral sample from China,BGI,
ERR589622,SZAXPI018185-43,WGS,192,5838928852,PRJEB6997,SAMEA2737979,4696255082,BGI,2117,public,"sra,fastq","ncbi,ena,gs,s3","gs.US,s3.us-east-1,ena,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547617,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:43:55Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018185-43,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737979,ERS537509,Illumina,ERS537509,ERP006678,oral sample from China,BGI,
ERR589624,SZAXPI018187-45,WGS,193,5930456169,PRJEB6997,SAMEA2737981,4751826631,BGI,2056,public,"fastq,sra","s3,ena,ncbi,gs","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547619,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:51:40Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018187-45,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737981,ERS537511,Illumina,ERS537511,ERP006678,oral sample from China,BGI,
ERR589625,SZAXPI018188-46,WGS,193,7878339843,PRJEB6997,SAMEA2737982,6314900336,BGI,2107,public,"sra,fastq","gs,s3,ncbi,ena","s3.us-east-1,gs.US,ena,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547620,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T11:51:40Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018188-46,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737982,ERS537512,Illumina,ERS537512,ERP006678,oral sample from China,BGI,
ERR589629,SZAXPI018271-62,WGS,194,5314188987,PRJEB6997,SAMEA2737986,4190714901,BGI,2023,public,"fastq,sra","gs,ena,ncbi,s3","gs.US,s3.us-east-1,ncbi.public,ena",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547624,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:52Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018271-62,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737986,ERS537516,Illumina,ERS537516,ERP006678,oral sample from China,BGI,
ERR589635,SZAXPI018277-90,WGS,191,7526804105,PRJEB6997,SAMEA2737992,6165823143,BGI,2065,public,"sra,fastq","s3,gs,ncbi,ena","s3.us-east-1,ena,gs.US,ncbi.public",ERC000015,2015-07-16,2018-11-16,human oral,human-associated habitat,dental,ERX547630,China,Asia,China,China,55.676097,12.568337,human-gut,Beijing Genome Institute,2015-07-16T15:54:28Z,2018-03-09T12:04:39Z,public,Illumina HiSeq 2000,metagenome,SZAXPI018277-90,PAIRED,other,METAGENOMIC,human oral metagenome,ILLUMINA,MetaHIT-IGC,2015-07-17T00:00:00Z,SAMEA2737992,ERS537522,Illumina,ERS537522,ERP006678,oral sample from China,BGI,
